Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type
2814,56,21,256,161,268,229,191,85,1416,29
2727,77,50,108,73,124,221,99,0,1296,30
2813,61,22,256,163,268,232,188,77,1429,30
3050,330,8,247,0,2053,202,231,168,1608,23
2834,63,29,295,184,309,231,169,51,1471,30
2821,55,24,268,166,283,226,180,74,1448,30
3109,133,23,270,35,4265,249,221,86,792,30
2830,23,18,258,168,268,206,198,123,1464,30
3039,49,5,30,0,3700,222,229,142,379,23
2993,46,13,577,41,1138,224,211,119,2255,29
2867,80,35,201,66,295,241,156,14,1530,30
3156,148,16,162,0,4784,239,237,123,1316,30
3309,61,21,42,10,3944,232,191,82,1632,40
2823,56,23,30,-6,295,228,186,80,1590,30
2748,66,32,124,-15,134,231,159,35,1530,30
3307,90,16,234,73,4331,243,213,96,1231,29
3238,135,9,402,25,5563,235,236,133,1332,22
2932,74,15,0,0,592,237,209,99,1879,29
3163,30,11,247,27,2871,216,215,133,1256,29
3156,39,10,240,20,2817,221,218,131,1302,23
2763,75,31,192,110,212,240,165,32,1777,30
2914,76,16,212,-25,552,238,209,97,1981,29
2800,72,26,258,138,277,239,181,57,1828,30
2713,80,29,120,63,150,243,174,40,1774,30
3195,353,6,240,-18,3072,210,230,158,1321,29
3097,300,14,67,14,4663,180,234,194,1383,22
3036,53,5,319,8,1410,223,229,142,2634,29
3166,305,13,309,90,4463,182,232,190,1291,22
2692,82,24,90,48,108,244,189,60,1871,30
3248,315,4,108,2,5532,210,236,165,553,38
3022,74,7,124,9,1253,229,227,132,2525,29
3054,42,6,351,11,1664,221,227,142,2751,29
3142,313,13,42,0,3716,186,230,184,1283,23
2804,73,32,210,-114,323,237,161,30,2068,30
3195,225,1,0,0,5499,217,239,159,1003,19
3168,304,14,201,25,4670,180,232,192,1154,22
2912,55,18,0,0,543,228,198,96,2329,29
2724,94,27,124,76,150,250,189,50,2324,30
3255,107,5,90,3,6335,229,234,139,323,22
3275,75,7,42,1,5313,229,226,130,212,38
2986,326,14,95,20,720,183,223,179,2647,29
2710,99,32,120,66,120,252,178,29,2530,30
2867,95,30,242,107,360,251,181,36,2613,30
3199,53,5,127,-15,2523,223,229,142,2588,23
2707,89,33,108,58,120,248,168,22,2589,30
3224,275,8,134,19,4937,198,242,184,618,23
3242,238,4,277,28,4804,212,244,170,671,23
2764,101,32,120,62,190,253,180,29,2552,30
2591,146,11,30,-3,708,235,239,134,1507,20
3199,99,3,95,-15,2490,224,235,146,2674,22
2936,103,17,120,-8,511,246,216,93,2555,29
2722,102,33,67,20,124,253,179,26,2520,30
3229,228,6,108,15,4954,211,246,172,497,22
3224,153,2,216,-5,4615,222,239,153,732,29
2680,18,17,85,5,1284,205,202,130,1838,33
2806,70,35,90,-38,247,233,151,21,2313,30
3268,269,9,60,8,6133,196,244,187,297,38
2730,355,19,85,13,1448,186,204,153,2012,33
3235,333,6,108,5,4596,205,232,165,731,39
3225,84,9,85,11,2415,233,225,125,2888,29
3280,160,14,301,56,3194,233,242,136,2108,29
3217,103,9,42,7,2359,235,229,125,2946,29
3207,90,9,240,0,2067,233,227,125,2888,29
2767,82,31,180,109,182,244,169,30,2130,30
3213,120,8,212,6,2101,234,234,132,2886,29
2904,92,30,270,4,395,250,179,35,2114,30
3244,177,15,180,26,2847,226,247,150,2462,29
2887,87,30,300,-12,371,247,175,35,2081,30
2904,88,28,330,4,408,248,182,43,2054,30
2834,75,31,285,176,295,239,166,35,2044,30
3291,118,4,108,23,5778,226,236,145,658,22
3228,180,14,120,16,2796,224,248,152,2520,29
2791,72,30,216,142,234,238,167,38,2010,30
2774,72,31,192,120,212,237,165,37,2010,30
3309,14,7,390,81,3900,213,225,149,1410,40
2873,94,27,362,215,376,250,189,49,1988,30
2744,332,14,120,33,1188,188,222,173,2075,33
2812,89,26,277,158,297,248,188,53,1951,30
3068,74,10,190,28,1283,232,222,122,2218,29
2917,87,26,424,-79,484,247,186,51,1939,30
3327,13,27,391,71,5213,183,173,116,430,38
3217,18,4,0,0,3024,217,231,152,2312,38
2825,92,25,339,164,361,249,192,56,1892,30
3200,116,12,0,0,2883,241,228,115,2463,29
3176,129,16,67,-32,2474,245,228,107,2882,29
3302,107,5,120,42,6066,229,234,139,661,38
3303,88,18,408,69,3743,244,209,88,1597,39
3133,107,7,30,-3,2012,233,232,131,2567,29
2719,86,21,150,66,153,245,199,73,1806,30
3176,166,14,67,9,2669,231,244,140,2708,29
2793,91,26,330,149,335,249,190,53,1770,30
3138,243,2,30,0,2206,215,240,163,2639,23
3139,18,3,60,1,2060,217,233,153,2527,29
2860,86,24,484,207,495,247,191,59,1719,30
2843,332,17,67,-1,1702,178,216,177,2529,33
3305,82,13,390,71,3730,238,216,107,1618,40
3325,135,3,510,91,3769,224,238,150,1507,40
2850,87,24,466,206,481,247,193,62,1657,30
2717,72,26,124,79,134,239,179,55,1634,30
3337,317,8,270,69,5368,198,233,174,953,39
2814,57,30,408,50,1101,225,163,51,2014,13
2924,272,32,816,547,886,122,231,238,2554,33
3243,93,10,192,33,3078,237,224,118,2395,29
2571,45,2,216,63,794,220,234,150,1323,11
2570,28,7,192,51,800,218,225,143,1307,11
2569,350,11,150,41,816,200,221,160,1276,11
2436,340,11,0,0,649,197,224,166,1650,33
2811,79,18,201,73,350,240,205,89,1351,30
3342,90,23,361,52,3421,247,198,67,1706,29
2802,88,21,153,54,361,246,200,72,1293,30
2475,321,25,285,98,577,150,208,194,1180,33
2889,114,18,362,118,604,248,218,91,1273,30
2443,64,10,0,0,417,230,219,122,830,20
2057,264,25,270,62,330,150,242,226,242,5
2554,307,24,134,48,882,148,218,207,1772,33
3303,77,11,108,20,3005,234,219,115,2353,39
2849,120,19,256,78,558,249,220,91,1203,30
2959,201,3,451,112,1559,218,242,161,2382,32
2556,259,24,124,38,907,154,245,224,1745,33
3086,63,11,42,3,2072,230,218,121,2047,29
2552,331,30,150,67,743,137,189,183,272,33
2591,290,18,190,73,984,166,234,208,1765,33
2706,78,30,95,54,120,242,171,36,1226,30
2067,256,22,134,74,216,164,247,218,330,5
2102,100,32,510,141,604,252,178,0,283,5
2738,91,19,150,86,180,245,207,84,1177,30
3317,330,10,30,6,3031,195,228,172,2148,39
3144,14,10,30,0,2525,210,218,144,2415,23
2630,100,35,180,61,1065,252,171,17,649,13
2569,102,28,120,34,1020,253,190,45,576,13
2573,317,30,150,74,849,129,199,203,371,33
2449,350,7,30,-5,1130,208,229,159,1575,20
2088,64,23,124,23,162,234,186,72,569,10
2706,93,29,95,54,120,250,181,38,1142,30
3023,41,4,553,180,2080,220,230,146,2864,32
2550,306,25,90,32,1034,142,215,210,1616,33
2071,237,31,85,63,192,151,248,221,234,5
2042,55,34,285,81,350,218,148,37,240,5
3329,303,13,42,6,2954,183,233,190,2187,39
2723,82,24,150,71,150,245,190,62,1075,30
2579,309,25,120,61,1101,144,214,207,1581,33
2027,64,32,228,68,268,229,156,34,306,5
3361,298,11,459,21,3274,188,236,188,1716,39
2710,76,27,120,60,120,241,177,49,1060,30
2203,27,24,474,184,626,201,179,104,306,5
2930,225,5,283,67,1727,213,244,168,2748,32
2521,351,24,67,-5,1205,169,191,154,1756,10
3273,101,20,212,54,2604,248,210,81,2699,30
2788,54,8,0,0,488,225,222,130,875,23
2601,310,22,90,49,1194,154,219,202,1465,33
2946,113,12,319,73,1694,240,228,117,2860,32
3334,79,10,212,11,2646,233,223,121,2536,30
2040,94,20,162,83,212,247,205,78,402,1
2743,282,40,552,260,900,83,207,246,1772,28
2218,309,13,300,146,30,184,231,187,404,2
2725,74,20,170,76,170,240,197,79,907,30
2603,292,27,95,44,1209,136,224,223,741,33
2626,316,19,67,29,1292,167,221,192,1350,33
2217,87,32,212,155,182,247,169,25,319,1
2775,57,20,277,129,283,230,195,90,819,30
2824,120,11,0,0,1440,240,230,119,2334,13
2567,33,14,30,10,912,216,208,124,1040,20
3293,109,26,192,50,2497,253,202,60,2672,30
2788,32,7,256,6,350,219,224,142,765,30
3387,250,7,342,11,2991,205,245,179,1974,39
2770,245,28,511,246,1075,150,247,225,1630,28
2612,301,24,90,32,1318,147,222,212,864,33
2075,203,26,170,58,564,197,252,176,382,1
3370,22,5,0,0,2727,217,229,149,2268,38
3275,109,23,150,21,2419,252,207,70,2717,39
2723,84,25,180,83,180,246,189,58,807,30
3375,34,5,42,0,2743,219,228,146,2240,38
3371,336,3,108,7,2629,213,235,160,2382,39
2599,28,21,30,10,1071,207,190,111,912,20
2009,330,13,30,6,67,189,224,174,738,17
2016,47,27,30,10,277,217,169,70,391,10
2078,144,34,85,59,450,244,211,65,331,1
2077,246,22,134,50,484,170,251,214,467,1
3379,55,10,60,3,2741,226,220,127,2236,39
3376,34,5,0,0,2701,219,228,146,2282,38
2676,103,29,90,43,90,253,189,43,830,30
3379,42,6,30,3,2698,221,227,141,2278,39
3345,117,16,255,45,2473,245,224,103,2563,39
3299,91,25,134,16,2372,248,192,58,2713,39
2594,309,32,108,66,1600,116,200,215,1574,13
2024,353,19,0,0,600,183,202,154,446,17
2659,15,21,0,0,1416,196,191,126,1771,13
2087,300,24,182,82,242,146,222,213,680,1
2025,316,20,0,0,573,163,219,194,459,17
2041,356,25,30,17,612,170,185,146,474,10
2027,42,13,0,0,553,222,212,123,497,17
2110,342,5,134,82,323,210,233,161,626,1
2697,93,29,124,65,153,250,181,39,708,30
2680,93,29,95,48,124,250,183,40,732,30
2670,5,21,0,0,1434,187,193,138,1758,13
2023,345,27,0,0,552,158,187,161,510,17
2029,336,30,0,0,573,140,185,175,511,10
2033,39,20,42,10,514,217,192,103,564,10
2105,216,13,120,77,306,206,252,180,618,1
3388,66,6,150,10,2568,227,227,135,2399,39
2779,121,18,330,147,360,248,222,94,509,30
2679,95,28,90,47,120,251,186,44,700,30
2968,346,2,242,25,1752,215,235,158,2323,32
2039,358,30,42,19,531,159,169,137,543,10
3286,26,11,42,0,2172,215,215,136,2839,39
3085,40,7,437,-97,1558,221,224,138,1187,29
2692,99,27,124,60,153,252,192,50,659,30
2596,316,24,95,41,1756,150,212,199,1422,13
2900,233,7,180,14,1847,208,247,176,1626,33
2760,330,24,124,7,1379,155,202,183,1879,13
2786,348,19,192,-15,1279,180,205,161,2021,13
3287,41,9,339,96,1922,221,221,134,2415,39
2941,339,14,67,16,1318,188,218,169,2391,33
2191,100,13,30,8,162,241,222,110,342,2
2766,103,16,255,62,379,245,217,96,433,30
2893,240,10,124,7,1867,201,249,186,1560,23
2906,235,13,124,20,1976,196,251,191,1657,23
2771,30,29,256,141,1266,197,163,85,618,33
2039,267,15,30,0,450,180,245,204,633,17
2081,84,35,175,53,270,244,158,13,488,1
1925,352,22,210,74,182,176,197,155,779,5
2778,111,15,256,44,446,244,223,104,366,30
2748,98,17,192,44,335,245,214,92,470,30
2875,90,8,108,-2,930,232,228,129,2132,33
2848,107,21,95,35,930,250,210,77,2130,33
2739,335,17,67,13,1614,179,215,173,1622,13
2181,116,7,30,2,216,233,233,133,404,2
2097,74,18,170,64,301,238,204,91,492,1
1922,50,29,108,43,218,219,165,62,659,1
1953,41,34,182,98,180,201,145,54,916,5
2919,77,21,382,92,1124,241,197,77,430,30
2879,247,14,85,-6,1889,189,250,197,1495,23
2757,59,25,175,84,1200,230,181,70,524,24
2030,70,7,0,0,484,228,226,132,631,17
1954,47,32,218,99,210,213,155,55,927,1
1959,10,34,270,108,240,164,153,110,842,5
2814,120,10,212,27,636,238,232,124,192,29
2795,321,21,0,0,1510,162,215,190,1805,13
2104,59,23,180,67,313,230,184,75,458,1
1932,251,26,30,10,240,154,247,224,743,1
2826,199,19,90,37,1800,210,253,170,1323,23
2732,328,21,216,20,1764,165,211,184,1480,13
2077,344,27,330,228,301,156,188,164,875,5
2753,93,15,108,19,390,243,215,98,400,30
2697,259,10,60,2,1448,196,246,189,1095,23
2879,255,16,60,-6,1956,182,249,204,1425,23
1972,50,21,162,12,210,224,190,90,558,1
2000,61,13,240,78,300,230,211,111,875,1
2079,324,32,360,230,330,126,189,193,908,5
2811,96,12,124,24,660,239,223,113,134,29
2759,104,14,95,20,420,243,221,104,365,30
2736,88,19,60,2,330,244,206,84,454,30
2704,87,20,0,0,240,245,202,78,543,30
2692,86,22,0,0,210,245,198,71,573,30
2734,255,15,30,7,1632,184,248,202,1120,23
2877,233,9,42,-4,1998,205,249,181,1423,23
2835,344,16,108,33,1507,185,213,165,1900,31
2079,22,33,108,62,175,181,153,90,573,10
2159,271,31,283,144,350,125,232,237,430,10
1995,238,22,210,73,330,175,252,209,834,1
2925,110,21,295,98,1142,250,212,79,391,30
2777,118,13,90,-3,510,242,228,114,272,30
2642,267,22,42,-10,1358,158,243,220,1020,23
2112,271,30,180,82,366,127,232,237,408,10
1977,87,41,30,23,60,241,140,0,134,1
2093,325,34,362,29,390,117,182,193,977,5
3059,77,15,696,232,1173,238,211,100,810,29
2852,126,19,127,25,990,248,223,95,210,29
2712,112,21,0,0,270,250,213,81,510,30
2593,290,20,0,0,1298,161,233,211,997,28
2853,274,15,0,0,1968,180,243,202,1298,23
2010,280,19,301,88,390,165,238,212,886,1
2096,312,27,350,32,420,137,209,207,1012,5
2856,114,24,134,29,1015,253,208,69,242,29
2840,344,19,201,45,1706,179,207,165,1677,13
2106,341,35,382,42,450,127,166,164,1001,5
2805,249,18,90,33,1914,180,250,206,1140,33
2118,1,20,42,15,408,187,198,144,361,10
2043,123,23,30,7,671,251,216,80,691,1
2047,260,24,382,-10,459,155,245,224,949,1
2158,320,11,247,94,481,191,229,178,1054,2
2827,93,9,0,0,882,234,227,125,150,29
2736,106,15,0,0,430,244,221,102,371,30
2717,115,17,60,-21,342,247,222,98,459,30
2043,311,20,30,7,633,161,221,198,630,17
2001,54,17,67,16,228,228,202,102,426,1
2145,247,24,228,81,510,164,250,218,1061,1
2160,148,8,212,96,514,231,240,141,1033,2
2068,122,38,382,169,384,252,182,20,930,3
2803,105,7,30,-2,731,233,231,130,124,29
2794,69,8,0,0,646,229,224,128,170,30
2688,120,28,108,-43,295,254,203,56,524,30
2894,300,23,268,107,1150,149,224,212,1189,13
2160,121,25,30,11,175,252,211,71,600,1
2139,11,35,295,174,351,160,147,104,212,10
2028,57,30,108,71,150,225,162,50,42,1
2784,107,14,67,-7,579,243,223,106,234,30
2897,243,6,180,19,2202,207,245,176,1392,31
2842,3,23,450,-28,871,182,188,138,234,33
2725,353,23,42,9,1116,174,193,152,713,33
2029,8,31,95,64,127,168,162,118,108,10
2892,259,8,201,27,2215,202,245,182,1350,31
2046,360,29,124,97,150,165,174,136,127,10
2858,54,17,85,29,900,228,202,102,277,30
2898,303,11,240,33,2173,190,235,185,1357,31
2175,332,23,180,46,573,159,204,180,218,10
2062,141,20,30,7,849,245,230,105,268,1
2055,162,10,0,0,872,231,243,143,295,1
2057,202,19,0,0,942,208,253,173,379,17
2016,40,28,150,40,470,210,168,78,560,10
2017,281,13,351,-40,601,183,241,197,853,1
2832,73,15,60,9,819,237,209,100,256,29
2809,110,15,90,-1,671,244,222,103,247,30
2070,192,28,30,9,916,206,248,159,488,1
2075,4,29,150,53,234,170,171,128,242,10
2190,39,26,240,60,603,212,175,85,212,10
2067,103,28,30,8,834,253,192,48,190,1
2054,189,18,0,0,932,218,251,160,484,17
2048,142,16,42,2,882,241,235,118,543,1
1978,346,37,134,91,150,124,154,151,108,10
2061,344,29,67,43,426,151,183,163,459,10
2754,134,29,175,-48,543,250,212,68,350,30
2731,145,30,201,83,484,245,219,80,384,30
2046,104,4,0,0,924,226,234,143,511,17
2845,144,20,175,22,780,244,232,108,376,30
2792,139,24,162,-30,691,248,224,90,331,30
2271,61,17,242,148,553,232,203,99,390,2
2061,103,18,0,0,872,247,214,89,180,1
2085,300,29,42,6,785,128,214,220,674,10
2071,323,33,30,26,424,121,187,196,391,10
2732,292,8,0,0,1910,197,239,182,741,31
2985,133,12,67,14,1597,239,234,122,1794,32
2236,359,25,120,56,210,174,185,142,573,10
2266,347,24,134,69,570,166,193,160,541,2
2025,92,46,120,90,150,239,126,0,361,1
2086,323,33,30,26,446,118,185,196,390,10
2157,47,29,300,105,360,216,165,65,301,10
2796,145,18,240,-26,693,242,234,115,430,30
2963,66,11,108,22,402,231,218,118,1530,32
2060,97,11,30,3,933,238,224,116,201,1
3344,207,20,730,117,4068,203,254,179,2044,38
2708,99,12,60,12,1273,240,222,110,722,31
2233,276,30,153,139,309,125,230,236,582,10
2126,5,39,85,41,933,142,136,109,641,10
2144,30,37,124,-36,616,184,137,63,547,10
2941,57,16,0,0,404,229,203,102,1492,33
2064,130,8,0,0,934,234,236,133,192,1
2137,357,32,247,-43,745,153,165,136,700,10
3303,208,12,671,76,4315,211,251,173,1931,38
2763,313,8,67,5,2122,198,234,176,722,31
2782,252,8,0,0,2228,202,246,182,841,31
2226,47,19,371,176,437,223,195,99,256,2
2283,43,9,283,60,722,222,220,133,485,2
2069,323,17,0,0,957,175,221,184,216,17
2153,322,25,0,0,858,148,205,193,708,10
2719,285,16,228,-8,1866,173,238,205,497,31
2781,339,7,0,0,2249,204,230,164,824,31
2787,281,14,0,0,2271,181,241,200,849,31
2070,319,10,0,0,960,195,231,176,228,17
2080,305,23,30,16,979,150,221,208,242,17
2051,102,31,210,132,228,253,182,32,513,1
1993,291,41,127,96,150,78,197,240,300,10
2195,314,36,30,14,636,105,187,210,513,10
2174,344,31,240,-6,785,144,176,161,713,10
2760,161,22,218,54,540,236,239,121,589,30
2743,154,21,268,37,553,239,237,117,571,30
2807,268,17,30,9,2281,173,244,209,886,31
2858,75,13,0,0,787,236,215,108,1667,24
2307,25,16,150,19,780,210,203,125,680,2
2183,352,30,30,17,895,153,173,147,745,10
2759,183,20,182,41,510,221,249,152,671,30
2756,172,22,180,50,510,228,244,135,646,30
2840,276,22,60,17,2187,156,238,220,953,19
2870,264,16,67,-10,2106,178,246,206,1036,19
2983,351,18,376,102,595,184,206,158,1598,24
2327,310,27,201,-2,566,137,210,209,551,10
2136,232,26,95,52,1124,169,252,211,382,1
2247,20,25,95,66,721,193,177,110,591,10
2743,169,20,150,37,480,231,244,135,664,30
2738,165,19,162,32,480,233,242,132,648,30
2938,291,7,30,3,1772,199,239,179,1368,19
3020,55,13,124,29,134,228,211,113,1296,32
2080,47,22,42,11,1015,221,187,90,306,10
2099,3,33,268,48,339,159,160,124,424,10
2003,5,22,0,0,210,185,191,137,484,10
2117,300,34,277,222,297,106,203,226,295,10
2254,323,26,85,58,722,145,203,193,577,10
3277,194,8,524,50,4283,219,247,162,2058,23
3193,135,28,660,39,1087,250,214,71,2431,29
2841,307,21,0,0,2187,157,222,203,902,33
2210,272,15,297,162,339,179,243,203,830,10
2320,74,35,256,30,658,236,152,16,573,6
2078,49,29,95,49,256,218,166,64,408,10
2093,274,18,210,48,216,168,241,212,834,1
2283,311,22,382,-29,488,154,218,201,726,10
2417,9,23,95,38,931,187,187,130,631,10
2100,71,28,108,56,295,238,173,47,371,10
2083,90,30,85,39,285,249,177,33,379,10
2855,320,19,60,23,2160,168,219,189,882,33
2095,148,29,0,0,228,243,222,86,636,4
2286,14,31,234,105,870,175,161,108,726,6
2277,354,25,335,96,900,169,187,149,832,10
3031,274,18,85,11,513,169,242,211,966,32
2087,61,28,30,14,1165,229,169,54,446,17
2290,2,20,330,92,900,187,197,143,845,10
2018,38,19,170,49,330,217,195,107,404,6
2087,138,11,0,0,309,237,236,129,571,14
2157,295,41,108,73,270,80,193,236,618,10
2090,92,28,30,12,1190,250,184,0,474,17
2165,93,36,153,114,417,248,162,10,270,3
2052,316,14,0,0,361,182,227,185,324,3
3299,210,10,552,77,3695,212,250,172,2512,23
3018,61,16,150,51,212,231,206,103,503,33
2154,242,27,390,109,430,157,249,221,900,1
2337,59,24,212,47,757,230,183,73,510,6
2165,90,36,150,114,443,247,159,8,240,3
2137,24,17,379,92,408,208,200,124,811,10
2345,307,17,134,55,849,171,227,196,579,6
2236,71,30,270,185,534,237,168,41,242,3
2217,84,30,240,166,516,246,173,34,228,3
2123,94,37,90,72,446,248,158,3,218,3
2053,66,15,0,0,424,233,210,105,258,3
2160,90,37,330,-11,618,246,156,0,626,6
2121,315,18,85,33,379,169,222,192,484,10
2206,267,36,192,120,360,106,227,245,551,10
2216,98,34,242,144,541,251,172,20,201,3
2177,106,34,182,126,510,253,177,20,182,3
2136,108,35,124,85,485,254,177,20,182,3
2115,104,36,95,64,474,252,170,13,190,3
2171,39,26,150,49,509,210,173,84,771,10
2198,102,34,283,26,664,252,174,20,677,6
2278,244,34,510,-51,700,134,243,231,859,1
2198,297,30,201,125,1410,123,214,224,674,10
2273,103,31,309,195,618,253,184,35,234,3
2212,98,36,228,140,566,250,165,10,175,3
2064,76,16,42,10,484,238,208,96,212,3
2146,303,19,150,82,484,165,228,202,390,10
2111,34,2,0,0,661,219,235,153,534,4
2109,188,2,0,0,638,219,240,157,516,4
2111,211,14,0,0,616,208,252,178,499,4
2111,105,9,0,0,534,236,229,123,446,14
2075,298,16,0,0,1317,174,233,198,618,17
2318,120,36,376,231,700,253,184,24,295,3
2300,124,37,351,213,680,252,186,26,268,3
2266,124,31,295,188,642,253,200,49,216,3
2120,108,33,108,52,541,254,181,26,124,3
2351,135,5,216,57,918,227,238,144,547,6
2352,235,17,255,58,872,189,253,198,488,6
2137,100,36,124,65,579,251,168,0,90,3
2970,146,23,242,57,361,244,230,101,782,32
2741,284,15,0,0,1047,176,239,202,1476,20
2120,79,2,0,0,792,222,234,148,576,14
2170,337,33,108,65,524,131,176,173,361,10
2078,114,8,0,0,1328,235,232,129,663,1
2353,117,9,228,59,960,236,232,128,573,6
2180,107,38,162,108,631,252,168,7,85,3
2133,102,35,108,61,607,252,172,0,60,3
2820,111,29,175,74,849,254,195,47,1307,13
2199,135,31,212,121,685,250,210,64,124,3
2139,119,10,0,0,933,237,232,125,648,14
2136,41,5,0,0,955,220,229,145,641,14
2207,351,30,170,99,569,153,175,150,300,10
2379,126,21,270,85,1068,250,220,88,660,6
2359,120,34,272,65,1045,254,189,33,630,6
2342,134,29,277,48,1022,250,213,69,600,6
2332,225,26,324,38,933,175,253,204,480,6
2258,124,34,277,158,792,253,194,39,270,3
2176,129,29,175,98,698,252,208,61,90,3
2141,108,35,120,63,674,253,175,18,30,3
2120,107,34,90,48,664,254,178,21,0,3
2085,103,27,30,13,648,253,194,50,60,3
2278,222,6,350,68,811,212,246,171,713,6
2058,137,35,85,49,331,248,202,50,361,6
2771,146,7,216,47,1782,230,239,142,371,31
2922,169,22,212,67,430,230,243,132,942,13
2151,4,23,60,17,966,182,187,136,658,10
2328,160,7,404,34,1307,228,242,147,930,2
2376,213,11,301,82,1110,210,251,175,691,6
2347,122,36,301,53,1064,253,186,27,631,6
2343,184,14,361,232,912,223,249,156,421,6
2292,101,38,297,188,853,251,162,4,331,3
2153,116,27,134,75,713,254,203,59,67,3
2081,100,21,30,9,677,249,207,76,67,3
2076,324,4,0,0,671,209,235,165,95,3
2012,155,27,30,3,240,239,230,101,277,6
2005,159,28,30,1,210,236,232,107,247,6
3260,58,12,218,33,4308,228,214,117,2419,38
2970,247,10,484,106,1560,200,248,186,1325,31
2770,110,24,90,24,859,253,205,66,1406,13
2147,150,15,0,0,918,238,238,125,731,14
2081,7,9,0,0,1438,209,222,150,782,17
2319,171,17,408,25,1298,229,246,142,902,2
2322,208,17,362,28,1224,206,253,178,812,2
2369,168,15,331,75,1129,230,245,142,693,6
2336,123,36,331,42,1084,253,187,28,633,3
2319,132,31,335,25,1062,251,208,60,603,3
2302,169,21,351,8,1018,231,243,133,543,3
2334,111,24,319,223,914,253,206,67,395,6
2116,101,34,67,38,721,252,174,20,60,3
2291,353,22,323,81,858,178,197,154,771,6
2214,84,23,0,0,930,245,195,67,964,6
2182,61,31,0,0,840,228,161,44,875,5
2009,128,14,0,0,270,243,230,113,313,6
1996,96,13,0,0,210,240,221,109,256,6
2903,158,18,175,48,351,237,240,126,957,13
2143,67,2,30,-14,924,221,235,151,769,14
2105,136,17,0,0,1397,244,231,109,824,1
2088,21,10,0,0,1436,214,219,141,812,17
2328,92,13,469,34,1365,240,220,109,964,2
2308,178,17,417,14,1290,225,248,149,875,2
2340,272,27,371,46,1195,140,236,230,755,6
2344,121,35,360,50,1126,253,189,31,666,6
2308,250,25,366,195,997,159,248,221,488,3
2233,121,36,212,129,865,253,185,25,285,3
2171,121,26,134,71,805,253,208,64,175,3
2148,129,26,120,57,780,252,215,74,127,3
2238,97,23,0,0,990,250,201,68,984,6
2226,84,21,0,0,960,244,200,76,997,6
2778,104,18,95,23,808,247,215,89,1416,13
2304,349,29,319,193,666,155,180,155,201,10
2319,353,20,331,162,767,181,200,154,800,10
2316,99,21,474,22,1357,249,206,76,938,2
2299,171,13,443,5,1308,229,245,146,878,2
2302,230,16,430,8,1284,195,253,192,849,2
2356,210,10,395,62,1191,212,250,173,730,6
2334,121,35,390,40,1146,253,189,32,671,3
2314,119,34,391,20,1124,254,189,33,641,3
2304,247,27,342,184,1019,153,248,224,495,3
2113,85,20,0,0,690,244,201,78,735,5
2008,81,6,0,0,300,228,230,136,362,14
2967,144,16,350,86,780,241,235,118,2640,29
2878,200,6,420,117,2103,218,246,163,750,31
2884,150,17,120,29,295,240,237,121,1008,33
2156,130,7,0,0,927,233,236,136,845,14
2102,288,3,0,0,1350,211,239,166,888,17
2312,251,25,446,18,1279,158,248,222,824,6
2304,122,33,421,179,1146,254,195,40,648,3
2152,136,31,85,52,859,250,209,62,212,3
2139,136,32,67,39,847,249,208,59,192,3
2331,2,16,240,68,984,196,208,147,859,6
2101,39,19,0,0,630,217,195,106,684,5
2094,44,20,0,0,600,220,191,97,655,5
3266,172,13,272,90,3401,228,246,147,2989,22
2873,283,20,511,225,1199,160,236,214,1430,32
2844,171,32,90,21,591,223,235,118,1294,13
2838,149,30,90,30,646,242,222,85,1338,13
2294,124,31,408,168,1167,253,201,51,655,3
2196,123,34,150,85,942,253,191,35,324,3
2151,134,31,85,47,899,250,208,60,255,3
2293,75,16,95,30,1104,238,207,95,875,6
2823,105,16,391,74,1698,245,219,99,713,31
2873,138,13,60,2,242,239,235,123,1061,33
2864,144,12,42,9,277,237,238,129,1091,33
2102,347,6,0,0,1290,208,230,160,960,17
2133,51,20,30,20,1296,225,192,93,934,10
2108,303,25,30,6,1318,142,218,212,932,17
2282,304,17,335,207,1423,172,229,197,1008,2
2284,112,11,524,-9,1364,239,228,119,895,2
2315,211,21,488,21,1273,198,254,184,779,6
2204,114,34,162,91,983,254,185,29,366,3
2124,130,31,42,20,914,252,206,57,258,3
2110,129,24,30,10,902,251,218,81,242,3
2311,290,20,256,124,882,161,233,211,607,6
2338,336,15,300,128,979,187,219,171,785,5
2149,51,25,90,21,720,223,178,76,787,5
3217,180,4,30,-1,3906,221,242,156,2754,23
2815,98,14,350,66,1740,242,220,105,698,31
2319,265,14,360,57,201,184,246,200,430,2
2113,184,7,30,3,1269,222,245,157,1060,1
2115,51,7,30,5,1263,224,225,137,1036,17
2295,147,32,430,165,1252,243,218,78,731,3
2214,127,31,162,101,1024,253,202,51,408,3
2110,354,19,0,0,875,186,204,154,268,4
2270,41,33,295,109,794,203,148,56,351,10
2828,95,14,382,78,1722,241,219,104,765,31
2838,195,9,216,81,2254,219,248,163,633,33
2316,132,28,541,153,1471,251,213,70,997,2
2303,122,26,525,145,1448,253,208,65,968,2
2280,128,16,497,122,1403,244,229,109,911,2
2282,212,20,470,136,1358,199,254,184,854,2
2292,177,29,443,152,1315,219,242,134,797,3
2229,159,22,283,103,1172,237,238,119,604,3
